27	27	116	117	128	129
27	27	118	119	128	129
27	27	115	115	129	129
27	27	115	115	130	130
27	27	116	117	130	131
27	27	118	118	130	130
27	27	119	119	130	130
27	27	115	115	131	131
27	27	118	118	131	131
27	27	116	116	132	132
27	27	117	117	132	132
27	27	118	118	132	132
28	28	116	116	127	127
28	28	117	117	127	127
28	28	118	118	127	127
28	28	115	115	128	128
28	28	116	117	128	129
28	28	118	119	128	129
28	28	115	115	129	129
28	28	115	115	130	130
28	28	116	117	130	131
28	28	118	118	130	130
28	28	119	119	130	130
28	28	115	115	131	131
28	28	118	118	131	131
28	28	115	115	132	132
28	28	116	116	132	132
28	28	117	117	132	132
28	28	118	118	132	132
29	29	115	115	127	127
29	29	116	116	127	127
29	29	117	117	127	127
29	29	118	118	127	127
29	29	115	115	128	128
29	29	116	117	128	129
29	29	118	119	128	129
29	29	115	115	129	129
29	29	115	115	130	130
29	29	116	117	130	131
29	29	118	118	130	130
29	29	119	119	130	130
29	29	115	115	131	131
29	29	118	118	131	131
29	29	115	115	132	132
29	29	116	116	132	132
29	29	117	117	132	132
29	29	118	118	132	132
30	30	115	115	127	127
30	30	116	116	127	127
30	30	117	117	127	127
30	30	118	118	127	127
30	30	114	115	128	129
30	30	116	117	128	129
30	30	118	119	128	129
30	30	114	115	130	131
30	30	116	117	130	131
30	30	118	118	130	130
30	30	119	119	130	130
30	30	118	118	131	131
30	30	114	114	132	132
30	30	115	115	132	132
30	30	116	116	132	132
30	30	117	117	132	132
30	30	118	118	132	132
31	31	114	114	127	127
31	31	115	115	127	127
31	31	116	116	127	127
31	31	117	117	127	127
31	31	118	118	127	127
31	31	114	115	128	129
31	31	116	117	128	129
31	31	118	119	128	129
31	31	114	115	130	131
31	31	116	117	130	131
31	31	118	118	130	130
31	31	119	119	130	130
31	31	118	118	131	131
31	31	114	114	132	132
31	31	115	115	132	132
31	31	116	116	132	132
31	31	117	117	132	132
31	31	118	118	132	132
32	32	114	114	127	127
32	32	115	115	127	127
32	32	116	116	127	127
32	32	117	117	127	127
32	32	118	118	127	127
32	32	114	115	128	129
32	32	116	117	128	129
32	32	118	119	128	129
32	32	114	115	130	131
32	32	116	117	130	131
32	32	118	118	130	130
32	32	119	119	130	130
32	32	118	118	131	131
32	32	114	115	132	133
32	32	116	116	132	132
32	32	117	117	132	132
32	32	118	118	132	132
32	32	116	116	133	133
33	33	114	114	127	127
33	33	115	115	127	127
33	33	116	116	127	127
33	33	117	117	127	127
33	33	118	118	127	127
33	33	114	115	128	129
33	33	116	117	128	129
33	33	118	119	128	129
33	33	113	113	129	129
33	33	113	113	130	130
33	33	114	115	130	131
33	33	116	117	130	131
33	33	118	118	130	130
33	33	119	119	130	130
33	33	113	113	131	131
33	33	118	118	131	131
33	33	113	113	132	132
33	33	114	115	132	133
33	33	116	116	132	132
33	33	117	117	132	132
33	33	118	118	132	132
33	33	116	116	133	133
34	34	114	114	127	127
34	34	115	115	127	127
34	34	116	116	127	127
34	34	117	117	127	127
34	34	118	118	127	127
34	34	114	115	128	129
34	34	116	117	128	129
34	34	118	119	128	129
34	34	113	113	129	129
34	34	113	113	130	130
34	34	114	115	130	131
34	34	116	117	130	131
34	34	118	118	130	130
34	34	119	119	130	130
34	34	113	113	131	131
34	34	118	118	131	131
34	34	113	113	132	132
34	34	114	115	132	133
34	34	116	117	132	133
34	34	118	118	132	132
34	34	113	113	133	133
35	35	113	113	127	127
35	35	114	114	127	127
35	35	115	115	127	127
35	35	116	116	127	127
35	35	117	117	127	127
35	35	118	118	127	127
35	35	113	113	128	128
35	35	114	115	128	129
35	35	116	117	128	129
35	35	118	118	128	128
35	35	113	113	129	129
35	35	118	118	129	129
35	35	113	113	130	130
35	35	114	115	130	131
35	35	116	117	130	131
35	35	118	118	130	130
35	35	113	113	131	131
35	35	118	118	131	131
35	35	113	113	132	132
35	35	114	115	132	133
35	35	116	117	132	133
35	35	118	118	132	132
35	35	113	113	133	133
36	36	113	113	127	127
36	36	114	114	127	127
36	36	115	115	127	127
36	36	116	116	127	127
36	36	117	117	127	127
36	36	118	118	127	127
36	36	113	113	128	128
36	36	114	115	128	129
36	36	116	117	128	129
36	36	118	118	128	128
36	36	112	112	129	129
36	36	113	113	129	129
36	36	118	118	129	129
36	36	112	113	130	131
36	36	114	115	130	131
36	36	116	117	130	131
36	36	118	118	130	130
36	36	118	118	131	131
36	36	112	113	132	133
36	36	114	115	132	133
36	36	116	117	132	133
36	36	118	118	132	132
37	37	113	113	127	127
37	37	114	114	127	127
37	37	115	115	127	127
37	37	116	116	127	127
37	37	117	117	127	127
37	37	112	115	128	131
37	37	116	117	128	129
37	37	118	118	128	128
37	37	118	118	129	129
37	37	116	117	130	131
37	37	118	118	130	130
37	37	118	118	131	131
37	37	112	113	132	133
37	37	114	115	132	133
37	37	116	117	132	133
37	37	118	118	132	132
38	38	113	113	126	126
38	38	114	115	126	127
38	38	113	113	127	127
38	38	116	116	127	127
38	38	117	117	127	127
38	38	112	115	128	131
38	38	116	117	128	129
38	38	118	118	129	129
38	38	116	117	130	131
38	38	118	118	130	130
38	38	118	118	131	131
38	38	112	113	132	133
38	38	114	115	132	133
38	38	116	117	132	133
39	39	113	113	126	126
39	39	114	115	126	127
39	39	113	113	127	127
39	39	116	116	127	127
39	39	117	117	127	127
39	39	111	111	128	128
39	39	112	115	128	131
39	39	116	117	128	129
39	39	111	111	129	129
39	39	111	111	130	130
39	39	116	117	130	131
39	39	111	111	131	131
39	39	111	111	132	132
39	39	112	113	132	133
39	39	114	115	132	133
39	39	116	117	132	133
39	39	111	111	133	133
40	40	113	113	126	126
40	40	114	115	126	127
40	40	111	111	127	127
40	40	112	112	127	127
40	40	113	113	127	127
40	40	116	116	127	127
40	40	111	111	128	128
40	40	112	115	128	131
40	40	116	117	128	129
40	40	111	111	129	129
40	40	111	111	130	130
40	40	116	117	130	131
40	40	111	111	131	131
40	40	111	111	132	132
40	40	112	113	132	133
40	40	114	115	132	133
40	40	116	117	132	133
40	40	111	111	133	133
41	41	113	113	126	126
41	41	114	115	126	127
41	41	111	111	127	127
41	41	112	112	127	127
41	41	113	113	127	127
41	41	116	116	127	127
41	41	111	111	128	128
41	41	112	115	128	131
41	41	116	116	128	128
41	41	111	111	129	129
41	41	116	116	129	129
41	41	117	117	129	129
41	41	110	111	130	131
41	41	116	117	130	131
41	41	110	110	132	132
41	41	111	111	132	132
41	41	112	113	132	133
41	41	114	115	132	133
41	41	116	116	132	132
41	41	117	117	132	132
41	41	111	111	133	133
41	41	116	116	133	133
41	41	112	112	134	134
41	41	113	113	134	134
41	41	114	114	134	134
42	42	113	113	126	126
42	42	114	115	126	127
42	42	111	111	127	127
42	42	112	112	127	127
42	42	113	113	127	127
42	42	116	116	127	127
42	42	111	111	128	128
42	42	112	115	128	131
42	42	116	116	128	128
42	42	111	111	129	129
42	42	116	116	129	129
42	42	117	117	129	129
42	42	110	111	130	131
42	42	116	117	130	131
42	42	110	110	132	132
42	42	111	111	132	132
42	42	112	113	132	133
42	42	114	115	132	133
42	42	116	116	132	132
42	42	111	111	133	133
42	42	116	116	133	133
42	42	112	112	134	134
42	42	113	113	134	134
42	42	114	114	134	134
43	43	113	113	126	126
43	43	114	115	126	127
43	43	111	111	127	127
43	43	112	112	127	127
43	43	113	113	127	127
43	43	111	111	128	128
43	43	112	115	128	131
43	43	116	116	128	128
43	43	110	110	129	129
43	43	111	111	129	129
43	43	116	116	129	129
43	43	110	111	130	131
43	43	116	116	130	130
43	43	116	116	131	131
43	43	110	111	132	133
43	43	112	113	132	133
43	43	114	115	132	133
43	43	116	116	132	132
43	43	110	110	134	134
43	43	111	111	134	134
43	43	112	112	134	134
43	43	113	113	134	134
43	43	114	114	134	134
44	44	113	113	126	126
44	44	114	115	126	127
44	44	111	111	127	127
44	44	112	112	127	127
44	44	113	113	127	127
44	44	110	111	128	129
44	44	112	115	128	131
44	44	116	116	128	128
44	44	116	116	129	129
44	44	110	111	130	131
44	44	116	116	130	130
44	44	116	116	131	131
44	44	110	111	132	133
44	44	112	113	132	133
44	44	114	115	132	133
44	44	116	116	132	132
44	44	110	110	134	134
44	44	111	111	134	134
44	44	112	112	134	134
44	44	113	113	134	134
44	44	114	114	134	134
45	45	111	111	127	127
45	45	112	112	127	127
45	45	113	113	127	127
45	45	114	114	127	127
45	45	110	111	128	129
45	45	112	115	128	131
45	45	116	116	128	128
45	45	116	116	129	129
45	45	109	109	130	130
45	45	110	111	130	131
45	45	116	116	130	130
45	45	109	109	131	131
45	45	116	116	131	131
45	45	109	109	132	132
45	45	110	111	132	133
45	45	112	113	132	133
45	45	114	115	132	133
45	45	109	109	133	133
45	45	110	110	134	134
45	45	111	111	134	134
45	45	112	112	134	134
45	45	113	113	134	134
45	45	114	114	134	134
46	46	111	111	127	127
46	46	112	112	127	127
46	46	113	113	127	127
46	46	114	114	127	127
46	46	110	111	128	129
46	46	112	115	128	131
46	46	109	109	129	129
46	46	109	109	130	130
46	46	110	111	130	131
46	46	109	109	131	131
46	46	109	109	132	132
46	46	110	111	132	133
46	46	112	113	132	133
46	46	114	115	132	133
